,IDU,IYH,IYK,IYE,IYF,IYC,IYZ,IYW,IYM,IYJ
2013-04-05,0.0,0.2651702734561359,0.29313618233270433,0.0,0.2061769665089579,0.23528627172774685,0.0,0.0,0.0,0.0
2013-04-08,0.0,0.2634399159288842,0.29389481513734594,0.0,0.20669376332433476,0.23574310278060012,0.0,0.0,0.0,0.0
2013-04-09,0.0,0.2643589319424085,0.29310102044908765,0.0,0.20688331129849596,0.23542835929193626,0.0,0.0,0.0,0.0
2013-04-10,0.0,0.26542997445985717,0.2927963384372606,0.0,0.2067996152981993,0.23474853919313898,0.0,0.0,0.0,0.0
2013-04-11,0.0,0.2661398005155055,0.2925563360099887,0.0,0.20610070502812575,0.2349791688477017,0.0,0.0,0.0,0.0
2013-04-12,0.0,0.26633082310894696,0.2925805305539954,0.0,0.2051276543218353,0.23573708769607926,0.0,0.0,0.0,0.0
2013-04-15,0.0,0.26697116261528836,0.2925650751530652,0.0,0.20475180531495998,0.23548310671102193,0.0,0.0,0.0,0.0
2013-04-16,0.0,0.26676480256946056,0.29346181450819253,0.0,0.2046344620897643,0.23491382054119925,0.0,0.0,0.0,0.0
2013-04-17,0.0,0.26837001167874364,0.2931108383399281,0.0,0.20314270731860504,0.23514891678555644,0.0,0.0,0.0,0.0
2013-04-18,0.0,0.2673343049916261,0.2950391279156011,0.0,0.20316365841130432,0.23423337350308002,0.0,0.0,0.0,0.0
2013-04-19,0.0,0.268535567279828,0.2949551579265788,0.0,0.20272857516549864,0.23355471627077204,0.0,0.0,0.0,0.0
2013-04-22,0.0,0.26895261900429845,0.29508998641941553,0.0,0.20224463451796074,0.23348748337241693,0.0,0.0,0.0,0.0
2013-04-23,0.0,0.26793337408177215,0.2952662579719743,0.0,0.2033812386490206,0.23319619140878983,0.0,0.0,0.0,0.0
2013-04-24,0.0,0.26540024131963863,0.2936682102848581,0.0,0.20621945732121236,0.2344873543819577,0.0,0.0,0.0,0.0
2013-04-25,0.0,0.264951305098357,0.2944765202943431,0.0,0.2057628085449311,0.2345861314169602,0.0,0.0,0.0,0.0
2013-04-26,0.0,0.26555705700050014,0.29468911980258394,0.0,0.20527770416383312,0.2342524411216688,0.0,0.0,0.0,0.0
2013-04-29,0.0,0.2656241534833746,0.2949384862696067,0.0,0.2054613858388896,0.2337531311762377,0.0,0.0,0.0,0.0
2013-04-30,0.0,0.2637125530676981,0.29534030004756684,0.0,0.20646144927882634,0.23426270381272352,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.2628200202129477,0.2958397744408549,0.0,0.20570179952335532,0.23541377684034018,0.0,0.0,0.0,0.0
2013-05-02,0.0,0.26335737422712363,0.29466869583913036,0.0,0.20590746439437688,0.23584374972904315,0.0,0.0,0.0,0.0
2013-05-03,0.0,0.2625225429911446,0.2947877047409751,0.0,0.20610962694424537,0.23635929040224812,0.0,0.0,0.0,0.0
2013-05-06,0.0,0.2613568079188818,0.2935798436351311,0.0,0.20816614750744603,0.23667624350528424,0.0,0.0,0.0,0.0
2013-05-07,0.0,0.2603094892147329,0.29435209956277286,0.0,0.2081327637325162,0.23698606027418648,0.0,0.0,0.0,0.0
2013-05-08,0.0,0.2602095276729147,0.29401665013227735,0.0,0.20879128389972906,0.23676367094457437,0.0,0.0,0.0,0.0
2013-05-09,0.0,0.26118032761646837,0.29315443899937726,0.0,0.20803747884759524,0.23740826784959443,0.0,0.0,0.0,0.0
2013-05-10,0.0,0.2623044660877475,0.29275107963412905,0.0,0.20707932671320986,0.23764732503040598,0.0,0.0,0.0,0.0
2013-05-13,0.0,0.26358287637120204,0.2922091639710108,0.0,0.20707665733734637,0.236914171717123,0.0,0.0,0.0,0.0
2013-05-14,0.0,0.26328438713909547,0.2920731614281136,0.0,0.2079306354236981,0.2364971769524388,0.0,0.0,0.0,0.0
2013-05-15,0.0,0.2623673948493647,0.2927437783457235,0.0,0.20825057313119877,0.23642504303725195,0.0,0.0,0.0,0.0
2013-05-16,0.0,0.2616321579836384,0.29377763745997665,0.0,0.20870415343542167,0.23567111591359305,0.0,0.0,0.0,0.0
2013-05-17,0.0,0.2611543453126016,0.2932158060067737,0.0,0.2098589793821186,0.2355574090147294,0.0,0.0,0.0,0.0
2013-05-20,0.0,0.2605770777350914,0.2924906039865785,0.0,0.21099828629044873,0.2357195871441811,0.0,0.0,0.0,0.0
2013-05-21,0.0,0.2623081822497094,0.2909915470619257,0.0,0.2106419761027948,0.2358446167841301,0.0,0.0,0.0,0.0
2013-05-22,0.0,0.26365513794458484,0.2915192070821871,0.0,0.2093838980382031,0.2352267115812709,0.0,0.0,0.0,0.0
2013-05-23,0.0,0.2645513090782094,0.2913505359756364,0.0,0.20837936378507715,0.23550324441144968,0.0,0.0,0.0,0.0
2013-05-24,0.0,0.2637466691199458,0.2922033056330706,0.0,0.2084329314309623,0.23540164006081332,0.0,0.0,0.0,0.0
2013-05-28,0.0,0.26413580599028774,0.2918341757987973,0.0,0.20830961710515095,0.2355067221235126,0.0,0.0,0.0,0.0
2013-05-29,0.0,0.26322476810703166,0.2905838377802262,0.0,0.210485010199332,0.23549026679600313,0.0,0.0,0.0,0.0
2013-05-30,0.0,0.264475510390516,0.289416959795091,0.0,0.21166509660278388,0.23422698989180768,0.0,0.0,0.0,0.0
2013-05-31,0.0,0.26311926352326875,0.2892513334995158,0.0,0.2118900023204396,0.23552040353150025,0.0,0.0,0.0,0.0
2013-06-03,0.0,0.2631789590093409,0.2900591620077226,0.0,0.2113940853629742,0.2351497592197373,0.0,0.0,0.0,0.0
2013-06-04,0.0,0.2624677642054771,0.2912761020517532,0.0,0.21038040101594258,0.2356567586482625,0.0,0.0,0.0,0.0
2013-06-05,0.0,0.26256246774263625,0.2912305979921326,0.0,0.21019452475322872,0.23579005345149487,0.0,0.0,0.0,0.0
2013-06-06,0.0,0.2634750475343385,0.29007204323010427,0.0,0.2110789548410509,0.23515385659981808,0.0,0.0,0.0,0.0
2013-06-07,0.0,0.26264328231905015,0.2902090648959908,0.0,0.2110614631976855,0.23586924326552106,0.0,0.0,0.0,0.0
2013-06-10,0.0,0.26314899250029605,0.29020566348782534,0.0,0.21115705131658577,0.23527145590358692,0.0,0.0,0.0,0.0
2013-06-11,0.0,0.26408296861115277,0.2907319545519571,0.0,0.20951638139522216,0.2354501055630574,0.0,0.0,0.0,0.0
2013-06-12,0.0,0.263716264355931,0.29205059536074923,0.0,0.20908230783614173,0.23493033637454755,0.0,0.0,0.0,0.0
2013-06-13,0.0,0.26372779995977463,0.2910217669946282,0.0,0.21011276390930128,0.23492041914985792,0.0,0.0,0.0,0.0
2013-06-14,0.0,0.26400373312023695,0.29175268545584354,0.0,0.20855756045398216,0.2354679466241328,0.0,0.0,0.0,0.0
2013-06-17,0.0,0.26305664845935633,0.2921046437517403,0.0,0.20922590448359876,0.23539587286366828,0.0,0.0,0.0,0.0
2013-06-18,0.0,0.263304417636327,0.2916379544875221,0.0,0.2089735617717749,0.23586876485605215,0.0,0.0,0.0,0.0
2013-06-19,0.0,0.2628826974507532,0.2910829471057593,0.0,0.20913364081775362,0.23668228125808438,0.0,0.0,0.0,0.0
2013-06-20,0.0,0.2633911999821243,0.2897079402735815,0.0,0.2095263748676632,0.2371497325346108,0.0,0.0,0.0,0.0
2013-06-21,0.0,0.2642239483079833,0.2899201977846569,0.0,0.20941536551461687,0.23621735331959304,0.0,0.0,0.0,0.0
2013-06-24,0.0,0.26462542633859265,0.29035089431462896,0.0,0.20784675243264983,0.2369514639485679,0.0,0.0,0.0,0.0
2013-06-25,0.0,0.26377321441338364,0.2898636063746078,0.0,0.2096378745576857,0.23650190079261743,0.0,0.0,0.0,0.0
2013-06-26,0.0,0.2642518070714752,0.28983124018923,0.0,0.20938855112591878,0.23630755112710755,0.0,0.0,0.0,0.0
2013-06-27,0.0,0.2631169239881101,0.2899790984617554,0.0,0.21048025231213158,0.236204717060971,0.0,0.0,0.0,0.0
